Selected Stocks By User,How many Stocks to select?,Start Date,End Date,Duration,Portfolio Value,Risk Factor,Confidence Level,Optimal weigths by CVAR for Numpy,Amount to Invest in each Stock by CVAR for Numpy,Optimal weigths by MVO for Numpy,Amount to Invest in each Stock by MVO for Numpy,Optimal Stocks Selected by Numpy,Optimal weigths by CVAR for QAOA,Amount to Invest in each Stock by CVAR for QAOA,Optimal weigths by MVO for QAOA,Amount to Invest in each Stock by MVO for QAOA,Optimal Stocks Selected by QAOA,Optimal weigths by CVAR for Sampling VQE,Amount to Invest in each Stock by CVAR for Sampling VQE,Optimal weigths by MVO for Sampling VQE,Amount to Invest in each Stock by MVO for Sampling VQE
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 2, 1)",396,1000000,0.5,0.95,"([0.21035226540477334, 0.2637366871968285, 0.07441357091969154, 0.021584906328173784, 0.42991257015053275],)","({'AAPL': 210352.26540477332, 'MSFT': 263736.68719682854, 'TSLA': 74413.57091969154, 'ASML': 21584.906328173784, 'COST': 429912.57015053276},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'TSLA', 'ASML', 'COST']","([0.47786544693342903, 0.4094125463981534, 0.001899837386874752, 0.06874256584410489, 0.04207960343743777],)","({'AAPL': 477865.44693342905, 'MSFT': 409412.5463981534, 'NVDA': 1899.837386874752, 'TSLA': 68742.56584410489, 'ASML': 42079.60343743776},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'TSLA', 'ASML', 'COST']","([0.21035226540477334, 0.2637366871968285, 0.07441357091969154, 0.021584906328173784, 0.42991257015053275],)","({'AAPL': 210352.26540477332, 'MSFT': 263736.68719682854, 'TSLA': 74413.57091969154, 'ASML': 21584.906328173784, 'COST': 429912.57015053276},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 3, 1)",425,1000000,0.5,0.95,"([0.19943775501644692, 0.43249169462159104, 0.005073485074879625, 0.06469937833390198, 0.2982976869531803],)","({'AAPL': 199437.75501644693, 'MSFT': 432491.694621591, 'NVDA': 5073.485074879625, 'TSLA': 64699.37833390198, 'ASML': 298297.6869531803},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'ASML': 104224.90696909695}","['AAPL', 'MSFT', 'NVDA', 'TSLA', 'ASML']","([0.19943775501644692, 0.43249169462159104, 0.005073485074879625, 0.06469937833390198, 0.2982976869531803],)","({'AAPL': 199437.75501644693, 'MSFT': 432491.694621591, 'NVDA': 5073.485074879625, 'TSLA': 64699.37833390198, 'ASML': 298297.6869531803},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'ASML': 104224.90696909695}","['AAPL', 'MSFT', 'NVDA', 'TSLA', 'ASML']","([0.19943775501644692, 0.43249169462159104, 0.005073485074879625, 0.06469937833390198, 0.2982976869531803],)","({'AAPL': 199437.75501644693, 'MSFT': 432491.694621591, 'NVDA': 5073.485074879625, 'TSLA': 64699.37833390198, 'ASML': 298297.6869531803},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'ASML': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 4, 1)",456,1000000,0.5,0.95,"([0.023589448781360902, 0.12220804625432331, 0.03462554728749687, 0.20970413141509822, 0.6098728262617208],)","({'AAPL': 23589.4487813609, 'NVDA': 122208.04625432332, 'TSLA': 34625.54728749688, 'ASML': 209704.13141509824, 'COST': 609872.8262617207},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'NVDA': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'NVDA', 'TSLA', 'ASML', 'COST']","([0.023589448781360902, 0.12220804625432331, 0.03462554728749687, 0.20970413141509822, 0.6098728262617208],)","({'AAPL': 23589.4487813609, 'NVDA': 122208.04625432332, 'TSLA': 34625.54728749688, 'ASML': 209704.13141509824, 'COST': 609872.8262617207},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'NVDA': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'TSLA', 'ASML', 'COST']","([0.22056872731199473, 0.17064474554303047, 0.018447977716414724, 0.051005386864647055, 0.5393331625639131],)","({'AAPL': 220568.72731199473, 'MSFT': 170644.74554303047, 'AMZN': 18447.977716414724, 'TSLA': 51005.38686464706, 'COST': 539333.162563913},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 5, 1)",486,1000000,0.5,0.95,"([0.15374872297963404, 0.21494206711109573, 0.13648659941789842, 0.08000181752697744, 0.41482079296439434],)","({'AAPL': 153748.72297963404, 'AMZN': 214942.06711109573, 'TSLA': 136486.59941789843, 'ASML': 80001.81752697744, 'COST': 414820.7929643943},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'AMZN', 'TSLA', 'ASML', 'COST']","([0.15374872297963404, 0.21494206711109573, 0.13648659941789842, 0.08000181752697744, 0.41482079296439434],)","({'AAPL': 153748.72297963404, 'AMZN': 214942.06711109573, 'TSLA': 136486.59941789843, 'ASML': 80001.81752697744, 'COST': 414820.7929643943},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}","['MSFT', 'AMZN', 'NVDA', 'TSLA', 'COST']","([0.16988320134442383, 0.04923115243602568, 0.1371539200918387, 0.14477208183244736, 0.49895964429526446],)","({'AAPL': 169883.20134442384, 'MSFT': 49231.15243602568, 'TSLA': 137153.9200918387, 'ASML': 144772.08183244735, 'COST': 498959.64429526444},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'MSFT': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 6, 1)",517,1000000,0.5,0.95,"([0.24215991130676093, 0.08708396240178673, 0.09766696731809475, 0.18059049418567408, 0.3924986647876835],)","({'AAPL': 242159.9113067609, 'NVDA': 87083.96240178673, 'TSLA': 97666.96731809476, 'ASML': 180590.4941856741, 'COST': 392498.6647876835},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'NVDA': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'NVDA', 'TSLA', 'ASML', 'COST']","([0.06193720677907073, 0.15340604905936372, 0.11939314075460868, 0.17644030900362467, 0.4888232944033323],)","({'AMZN': 61937.20677907073, 'NVDA': 153406.04905936372, 'TSLA': 119393.14075460867, 'ASML': 176440.3090036247, 'COST': 488823.2944033323},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'NVDA': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AMZN', 'NVDA', 'TSLA', 'ASML', 'COST']","([0.041433234447568745, 0.15067641948506671, 0.15073409604627597, 0.19009350438665262, 0.467062745634436],)","({'MSFT': 41433.23444756874, 'NVDA': 150676.41948506673, 'TSLA': 150734.09604627595, 'ASML': 190093.5043866526, 'COST': 467062.745634436},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AMZN': 197819.76838568875, 'NVDA': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 7, 1)",547,1000000,0.5,0.95,"([0.32697135016060663, 0.27576938284121366, 0.02199400529150588, 0.13521091964759338, 0.24005434205908038],)","({'AAPL': 326971.3501606066, 'AMZN': 275769.38284121366, 'NVDA': 21994.00529150588, 'TSLA': 135210.91964759337, 'ASML': 240054.34205908037},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'ASML': 104224.90696909695}","['AAPL', 'AMZN', 'NVDA', 'TSLA', 'ASML']","([0.31978060671241143, 0.03135386433371293, 0.14535301222366956, 0.2762137959767933, 0.22729872075341268],)","({'AMZN': 319780.60671241145, 'NVDA': 31353.86433371293, 'TSLA': 145353.01222366956, 'ASML': 276213.7959767933, 'COST': 227298.72075341266},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'ASML': 104224.90696909695}","['AAPL', 'MSFT', 'NVDA', 'TSLA', 'ASML']","([0.3493520607808244, 0.008017756013010724, 0.24376131378031463, 0.14904731941572563, 0.2498215500101245],)","({'AAPL': 349352.06078082445, 'MSFT': 8017.756013010724, 'AMZN': 243761.31378031464, 'TSLA': 149047.31941572562, 'ASML': 249821.55001012448},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'ASML': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 8, 1)",578,1000000,0.5,0.95,"([0.38741009333798, 0.20518513598487184, 0.04467251330623911, 0.1558554938876906, 0.20687676348321857],)","({'AAPL': 387410.09333798, 'AMZN': 205185.13598487183, 'NVDA': 44672.51330623911, 'TSLA': 155855.4938876906, 'COST': 206876.76348321856},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'AMZN', 'NVDA', 'TSLA', 'COST']","([0.38741009333798, 0.20518513598487184, 0.04467251330623911, 0.1558554938876906, 0.20687676348321857],)","({'AAPL': 387410.09333798, 'AMZN': 205185.13598487183, 'NVDA': 44672.51330623911, 'TSLA': 155855.4938876906, 'COST': 206876.76348321856},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'AMZN', 'NVDA', 'TSLA']","([0.5132479056006208, 0.0009986055215973053, 0.32859058626618426, 0.02910422876855595, 0.12805867384304154],)","({'AAPL': 513247.90560062084, 'MSFT': 998.6055215973054, 'AMZN': 328590.5862661843, 'NVDA': 29104.22876855595, 'TSLA': 128058.67384304154},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'NVDA': 186813.27858492115, 'TSLA': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 9, 1)",609,1000000,0.5,0.95,"([0.5179997904833585, 0.09117551628409536, 0.0025459360917150725, 0.2341754073090572, 0.1541033498317739],)","({'AAPL': 517999.79048335855, 'AMZN': 91175.51628409536, 'NVDA': 2545.9360917150725, 'TSLA': 234175.4073090572, 'COST': 154103.3498317739},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'AMZN', 'NVDA', 'TSLA', 'COST']","([0.5179997904833585, 0.09117551628409536, 0.0025459360917150725, 0.2341754073090572, 0.1541033498317739],)","({'AAPL': 517999.79048335855, 'AMZN': 91175.51628409536, 'NVDA': 2545.9360917150725, 'TSLA': 234175.4073090572, 'COST': 154103.3498317739},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'AMZN', 'NVDA', 'TSLA', 'COST']","([0.5179997904833585, 0.09117551628409536, 0.0025459360917150725, 0.2341754073090572, 0.1541033498317739],)","({'AAPL': 517999.79048335855, 'AMZN': 91175.51628409536, 'NVDA': 2545.9360917150725, 'TSLA': 234175.4073090572, 'COST': 154103.3498317739},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 10, 1)",639,1000000,0.5,0.95,"([0.2480302590110071, 0.026578496129139043, 0.1418784965056329, 0.1940665223024044, 0.38944622605181656],)","({'AAPL': 248030.2590110071, 'AMZN': 26578.496129139043, 'NVDA': 141878.49650563288, 'TSLA': 194066.5223024044, 'COST': 389446.22605181654},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'AMZN', 'NVDA', 'TSLA', 'COST']","([0.2480302590110071, 0.026578496129139043, 0.1418784965056329, 0.1940665223024044, 0.38944622605181656],)","({'AAPL': 248030.2590110071, 'AMZN': 26578.496129139043, 'NVDA': 141878.49650563288, 'TSLA': 194066.5223024044, 'COST': 389446.22605181654},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'AMZN', 'NVDA', 'TSLA', 'COST']","([0.3306722534182241, 0.1548755057647621, 0.0007661102421066854, 0.1920168553787528, 0.32166927519615446],)","({'AAPL': 330672.2534182241, 'NVDA': 154875.5057647621, 'META': 766.1102421066854, 'TSLA': 192016.8553787528, 'COST': 321669.2751961545},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2019, 1, 1)","(2020, 11, 1)",670,1000000,0.5,0.95,"([0.21073271583148856, 0.011790119301695906, 0.08156733810020549, 0.17708009640834044, 0.5188297303582696],)","({'AAPL': 210732.71583148855, 'AMZN': 11790.119301695906, 'NVDA': 81567.33810020548, 'TSLA': 177080.09640834044, 'COST': 518829.73035826965},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'AMZN', 'NVDA', 'TSLA', 'COST']","([0.21073271583148856, 0.011790119301695906, 0.08156733810020549, 0.17708009640834044, 0.5188297303582696],)","({'AAPL': 210732.71583148855, 'AMZN': 11790.119301695906, 'NVDA': 81567.33810020548, 'TSLA': 177080.09640834044, 'COST': 518829.73035826965},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'AMZN', 'NVDA', 'TSLA', 'COST']","([0.023589448781360902, 0.12220804625432331, 0.03462554728749687, 0.20970413141509822, 0.6098728262617208],)","({'AMZN': 23589.4487813609, 'NVDA': 122208.04625432332, 'META': 34625.54728749688, 'TSLA': 209704.13141509824, 'COST': 609872.8262617207},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}"
