Selected Stocks By User,How many Stocks to select?,Start Date,End Date,Duration,Portfolio Value,Risk Factor,Confidence Level,Optimal weigths by CVAR for Numpy,Amount to Invest in each Stock by CVAR for Numpy,Optimal weigths by MVO for Numpy,Amount to Invest in each Stock by MVO for Numpy,Optimal Stocks Selected by Numpy,Optimal weigths by CVAR for QAOA,Amount to Invest in each Stock by CVAR for QAOA,Optimal weigths by MVO for QAOA,Amount to Invest in each Stock by MVO for QAOA,Optimal Stocks Selected by QAOA,Optimal weigths by CVAR for Sampling VQE,Amount to Invest in each Stock by CVAR for Sampling VQE,Optimal weigths by MVO for Sampling VQE,Amount to Invest in each Stock by MVO for Sampling VQE
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 2, 1)",1127,1000000,0.5,0.95,"([0.006926685298693253, 0.13123877309196846, 0.3712256078524143, 0.29518658886246235, 0.19542234489446167],)","({'ADBE': 6926.685298693254, 'PEP': 131238.77309196847, 'AMD': 371225.6078524143, 'INTU': 295186.5888624624, 'QCOM': 195422.34489446168},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'PEP': 336654.4725768124, 'AMD': 174487.573483481, 'INTU': 186813.27858492115, 'QCOM': 104224.90696909695}","['ADBE', 'PEP', 'AMD', 'INTU', 'QCOM']","([0.1366103117057706, 0.32105957828518966, 0.29554461267158555, 0.006967076428819216, 0.23981842090863498],)","({'PEP': 136610.31170577058, 'AMD': 321059.57828518964, 'INTU': 295544.6126715855, 'TXN': 6967.076428819216, 'QCOM': 239818.420908635},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'PEP': 336654.4725768124, 'AMD': 174487.573483481, 'INTU': 186813.27858492115, 'QCOM': 104224.90696909695}","['ADBE', 'PEP', 'AMD', 'INTU', 'QCOM']","([0.04544138477351997, 0.2940826724128472, 0.4214790048919999, 0.009208522658278349, 0.22978841526335456],)","({'ADBE': 45441.384773519974, 'PEP': 294082.67241284717, 'AMD': 421479.0048919999, 'TXN': 9208.522658278349, 'QCOM': 229788.41526335455},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'PEP': 336654.4725768124, 'AMD': 174487.573483481, 'INTU': 186813.27858492115, 'QCOM': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 3, 1)",1155,1000000,0.5,0.95,"([0.20464419801779143, 0.46957697042755636, 0.010818736213407409, 0.12523158987298083, 0.18972850546826378],)","({'PEP': 204644.19801779144, 'AMD': 469576.97042755637, 'CMCSA': 10818.736213407408, 'INTU': 125231.58987298083, 'QCOM': 189728.5054682638},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'CMCSA': 174487.573483481, 'INTU': 186813.27858492115, 'QCOM': 104224.90696909695}","['PEP', 'AMD', 'CMCSA', 'INTU', 'QCOM']","([0.20464419801779143, 0.46957697042755636, 0.010818736213407409, 0.12523158987298083, 0.18972850546826378],)","({'PEP': 204644.19801779144, 'AMD': 469576.97042755637, 'CMCSA': 10818.736213407408, 'INTU': 125231.58987298083, 'QCOM': 189728.5054682638},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'CMCSA': 174487.573483481, 'INTU': 186813.27858492115, 'QCOM': 104224.90696909695}","['PEP', 'AMD', 'CMCSA', 'INTU', 'TXN']","([0.11972357856732384, 0.5485025485296331, 0.019564098806815988, 0.018257419134691602, 0.29395235496153543],)","({'PEP': 119723.57856732384, 'AMD': 548502.5485296331, 'CMCSA': 19564.098806815986, 'TXN': 18257.4191346916, 'QCOM': 293952.3549615354},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'CMCSA': 174487.573483481, 'INTU': 186813.27858492115, 'TXN': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 4, 1)",1186,1000000,0.5,0.95,"([0.24412444621416243, 0.42391986138952426, 0.21335547503187718, 0.11326696880899716, 0.005333248555438962],)","({'PEP': 244124.44621416242, 'AMD': 423919.86138952425, 'INTU': 213355.4750318772, 'QCOM': 113266.96880899716, 'AMGN': 5333.248555438961},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'QCOM', 'AMGN']","([0.24412444621416243, 0.42391986138952426, 0.21335547503187718, 0.11326696880899716, 0.005333248555438962],)","({'PEP': 244124.44621416242, 'AMD': 423919.86138952425, 'INTU': 213355.4750318772, 'QCOM': 113266.96880899716, 'AMGN': 5333.248555438961},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'TXN', 'AMGN']","([0.44796274071288944, 0.2546713613849154, 0.012940384837942749, 0.27841877440697815, 0.006006738657274136],)","({'AMD': 447962.7407128894, 'INTU': 254671.36138491542, 'TXN': 12940.384837942749, 'QCOM': 278418.77440697816, 'AMGN': 6006.738657274136},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'TXN': 186813.27858492115, 'AMGN': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 5, 1)",1216,1000000,0.5,0.95,"([0.4600082469957008, 0.3580996763905459, 0.04454471483986558, 0.12169224994054571, 0.015655111833342034],)","({'PEP': 460008.2469957008, 'AMD': 358099.6763905459, 'INTU': 44544.71483986558, 'QCOM': 121692.24994054572, 'AMGN': 15655.111833342033},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'QCOM', 'AMGN']","([0.4600082469957008, 0.3580996763905459, 0.04454471483986558, 0.12169224994054571, 0.015655111833342034],)","({'PEP': 460008.2469957008, 'AMD': 358099.6763905459, 'INTU': 44544.71483986558, 'QCOM': 121692.24994054572, 'AMGN': 15655.111833342033},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'CMCSA', 'NFLX', 'TXN']","([0.4581396212125288, 0.4138419139292137, 0.06601198184441925, 0.00272043469847681, 0.05928604831536155],)","({'PEP': 458139.62121252884, 'AMD': 413841.9139292137, 'INTU': 66011.98184441925, 'TXN': 2720.43469847681, 'QCOM': 59286.04831536155},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'CMCSA': 174487.573483481, 'NFLX': 186813.27858492115, 'TXN': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 6, 1)",1247,1000000,0.5,0.95,"([0.47786544693342903, 0.4094125463981534, 0.001899837386874752, 0.06874256584410489, 0.04207960343743777],)","({'PEP': 477865.44693342905, 'AMD': 409412.5463981534, 'INTU': 1899.837386874752, 'QCOM': 68742.56584410489, 'AMGN': 42079.60343743776},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'QCOM', 'AMGN']","([0.47786544693342903, 0.4094125463981534, 0.001899837386874752, 0.06874256584410489, 0.04207960343743777],)","({'PEP': 477865.44693342905, 'AMD': 409412.5463981534, 'INTU': 1899.837386874752, 'QCOM': 68742.56584410489, 'AMGN': 42079.60343743776},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'TXN', 'AMGN']","([0.47786544693342903, 0.4094125463981534, 0.001899837386874752, 0.06874256584410489, 0.04207960343743777],)","({'PEP': 477865.44693342905, 'AMD': 409412.5463981534, 'CMCSA': 1899.837386874752, 'QCOM': 68742.56584410489, 'AMGN': 42079.60343743776},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'TXN': 186813.27858492115, 'AMGN': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 7, 1)",1277,1000000,0.5,0.95,"([0.47786544693342903, 0.4094125463981534, 0.001899837386874752, 0.06874256584410489, 0.04207960343743777],)","({'PEP': 477865.44693342905, 'AMD': 409412.5463981534, 'INTU': 1899.837386874752, 'QCOM': 68742.56584410489, 'AMGN': 42079.60343743776},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'QCOM', 'AMGN']","([0.47786544693342903, 0.4094125463981534, 0.001899837386874752, 0.06874256584410489, 0.04207960343743777],)","({'PEP': 477865.44693342905, 'AMD': 409412.5463981534, 'INTU': 1899.837386874752, 'QCOM': 68742.56584410489, 'AMGN': 42079.60343743776},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'CMCSA', 'QCOM', 'AMGN']","([0.47786544693342903, 0.4094125463981534, 0.001899837386874752, 0.06874256584410489, 0.04207960343743777],)","({'PEP': 477865.44693342905, 'AMD': 409412.5463981534, 'CMCSA': 1899.837386874752, 'INTU': 68742.56584410489, 'TXN': 42079.60343743776},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'CMCSA': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 8, 1)",1308,1000000,0.5,0.95,"([0.4600082469957008, 0.3580996763905459, 0.04454471483986558, 0.12169224994054571, 0.015655111833342034],)","({'PEP': 460008.2469957008, 'AMD': 358099.6763905459, 'INTU': 44544.71483986558, 'QCOM': 121692.24994054572, 'AMGN': 15655.111833342033},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'QCOM', 'AMGN']","([0.47786544693342903, 0.4094125463981534, 0.001899837386874752, 0.06874256584410489, 0.04207960343743777],)","({'PEP': 477865.44693342905, 'AMD': 409412.5463981534, 'TXN': 1899.837386874752, 'QCOM': 68742.56584410489, 'AMGN': 42079.60343743776},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['ADBE', 'AMD', 'INTU', 'TXN', 'AMGN']","([0.4968325711236573, 0.387241714545969, 0.040881426828738174, 0.025525086086499543, 0.04951920141513589],)","({'PEP': 496832.5711236573, 'AMD': 387241.714545969, 'INTU': 40881.42682873817, 'TXN': 25525.08608649954, 'AMGN': 49519.20141513589},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'TXN': 186813.27858492115, 'AMGN': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 9, 1)",1339,1000000,0.5,0.95,"([0.4600082469957008, 0.3580996763905459, 0.04454471483986558, 0.12169224994054571, 0.015655111833342034],)","({'PEP': 460008.2469957008, 'AMD': 358099.6763905459, 'INTU': 44544.71483986558, 'QCOM': 121692.24994054572, 'AMGN': 15655.111833342033},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'QCOM', 'AMGN']","([0.4600082469957008, 0.3580996763905459, 0.04454471483986558, 0.12169224994054571, 0.015655111833342034],)","({'PEP': 460008.2469957008, 'AMD': 358099.6763905459, 'INTU': 44544.71483986558, 'QCOM': 121692.24994054572, 'AMGN': 15655.111833342033},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'TXN', 'AMGN']","([0.015472818568514379, 0.44070316793125097, 0.3681828184653114, 0.015059304553668811, 0.1605818904812543],)","({'ADBE': 15472.818568514378, 'PEP': 440703.167931251, 'AMD': 368182.81846531143, 'CMCSA': 15059.304553668811, 'INTU': 160581.8904812543},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'TXN': 186813.27858492115, 'AMGN': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 10, 1)",1369,1000000,0.5,0.95,"([0.6228611444659127, 0.27614179101526753, 0.021554681773192388, 0.04052317920590147, 0.0389192035397258],)","({'PEP': 622861.1444659127, 'AMD': 276141.79101526755, 'INTU': 21554.681773192387, 'QCOM': 40523.17920590147, 'AMGN': 38919.2035397258},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'QCOM', 'AMGN']","([0.6228611444659127, 0.27614179101526753, 0.021554681773192388, 0.04052317920590147, 0.0389192035397258],)","({'PEP': 622861.1444659127, 'AMD': 276141.79101526755, 'INTU': 21554.681773192387, 'QCOM': 40523.17920590147, 'AMGN': 38919.2035397258},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'CMCSA', 'TXN', 'AMGN']","([0.6228611444659127, 0.27614179101526753, 0.021554681773192388, 0.04052317920590147, 0.0389192035397258],)","({'PEP': 622861.1444659127, 'AMD': 276141.79101526755, 'INTU': 21554.681773192387, 'TXN': 40523.17920590147, 'AMGN': 38919.2035397258},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'CMCSA': 174487.573483481, 'TXN': 186813.27858492115, 'AMGN': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2019, 1, 1)","(2022, 11, 1)",1400,1000000,0.5,0.95,"([0.5993313623521521, 0.16519113721895398, 0.07705710164972089, 0.044352008032459235, 0.11406839074671388],)","({'PEP': 599331.3623521521, 'AMD': 165191.13721895398, 'INTU': 77057.10164972089, 'QCOM': 44352.008032459235, 'AMGN': 114068.39074671388},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'INTU', 'QCOM', 'AMGN']","([0.5993313623521521, 0.16519113721895398, 0.07705710164972089, 0.044352008032459235, 0.11406839074671388],)","({'PEP': 599331.3623521521, 'AMD': 165191.13721895398, 'INTU': 77057.10164972089, 'QCOM': 44352.008032459235, 'AMGN': 114068.39074671388},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'INTU': 174487.573483481, 'QCOM': 186813.27858492115, 'AMGN': 104224.90696909695}","['PEP', 'AMD', 'NFLX', 'INTU', 'AMGN']","([0.6490774329974857, 0.13591023079597422, 0.08774943980520658, 0.12357655205042803, 0.0036863443509054556],)","({'PEP': 649077.4329974856, 'INTU': 135910.23079597423, 'TXN': 87749.43980520658, 'QCOM': 123576.55205042803, 'AMGN': 3686.3443509054555},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'PEP': 197819.76838568875, 'AMD': 336654.4725768124, 'NFLX': 174487.573483481, 'INTU': 186813.27858492115, 'AMGN': 104224.90696909695}"
