Selected Stocks By User,How many Stocks to select?,Start Date,End Date,Duration,Portfolio Value,Risk Factor,Confidence Level,Optimal weigths by CVAR for Numpy,Amount to Invest in each Stock by CVAR for Numpy,Optimal weigths by MVO for Numpy,Amount to Invest in each Stock by MVO for Numpy,Optimal Stocks Selected by Numpy,Optimal weigths by CVAR for QAOA,Amount to Invest in each Stock by CVAR for QAOA,Optimal weigths by MVO for QAOA,Amount to Invest in each Stock by MVO for QAOA,Optimal Stocks Selected by QAOA,Optimal weigths by CVAR for Sampling VQE,Amount to Invest in each Stock by CVAR for Sampling VQE,Optimal weigths by MVO for Sampling VQE,Amount to Invest in each Stock by MVO for Sampling VQE
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2018, 1, 1)","(2018, 3, 1)",59,1000000,0.5,0.95,"([0.003539901735615522, 0.7402608620723816, 0.06599628324453002, 0.019409533934162462, 0.17079341901331027],)","({'MSFT': 3539.901735615522, 'AMZN': 740260.8620723817, 'NVDA': 65996.28324453003, 'TSLA': 19409.533934162464, 'ASML': 170793.41901331028},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'MSFT': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'ASML': 104224.90696909695}","['MSFT', 'AMZN', 'NVDA', 'TSLA', 'ASML']","([0.08283331393224136, 0.03799983033542, 0.7528876637929123, 0.1089711793354087, 0.017308012604017646],)","({'AAPL': 82833.31393224136, 'MSFT': 37999.83033542, 'AMZN': 752887.6637929123, 'NVDA': 108971.1793354087, 'ASML': 17308.012604017647},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'MSFT': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'ASML': 104224.90696909695}","['AAPL', 'AMZN', 'NVDA', 'TSLA', 'ASML']","([0.003539901735615522, 0.7402608620723816, 0.06599628324453002, 0.019409533934162462, 0.17079341901331027],)","({'AAPL': 3539.901735615522, 'AMZN': 740260.8620723817, 'NVDA': 65996.28324453003, 'TSLA': 19409.533934162464, 'ASML': 170793.41901331028},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'ASML': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2018, 1, 1)","(2018, 6, 1)",151,1000000,0.5,0.95,"([0.08283331393224136, 0.03799983033542, 0.7528876637929123, 0.1089711793354087, 0.017308012604017646],)","({'AAPL': 82833.31393224136, 'MSFT': 37999.83033542, 'AMZN': 752887.6637929123, 'NVDA': 108971.1793354087, 'ASML': 17308.012604017647},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'NVDA': 186813.27858492115, 'ASML': 104224.90696909695}","['AAPL', 'MSFT', 'AMZN', 'NVDA', 'ASML']","([0.08283331393224136, 0.03799983033542, 0.7528876637929123, 0.1089711793354087, 0.017308012604017646],)","({'AAPL': 82833.31393224136, 'MSFT': 37999.83033542, 'AMZN': 752887.6637929123, 'NVDA': 108971.1793354087, 'ASML': 17308.012604017647},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'NVDA': 186813.27858492115, 'ASML': 104224.90696909695}","['AAPL', 'MSFT', 'AMZN', 'NVDA', 'COST']","([0.003539901735615522, 0.7402608620723816, 0.06599628324453002, 0.019409533934162462, 0.17079341901331027],)","({'MSFT': 3539.901735615522, 'AMZN': 740260.8620723817, 'NVDA': 65996.28324453003, 'META': 19409.533934162464, 'COST': 170793.41901331028},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'NVDA': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2018, 1, 1)","(2018, 9, 1)",243,1000000,0.5,0.95,"([0.10789296623547943, 0.023524956977291022, 0.4749581998738817, 0.009593543458699672, 0.3840303334546481],)","({'AAPL': 107892.96623547943, 'MSFT': 23524.95697729102, 'AMZN': 474958.1998738817, 'NVDA': 9593.54345869967, 'COST': 384030.3334546481},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'NVDA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'AMZN', 'NVDA', 'COST']","([0.10789296623547943, 0.023524956977291022, 0.4749581998738817, 0.009593543458699672, 0.3840303334546481],)","({'AAPL': 107892.96623547943, 'MSFT': 23524.95697729102, 'AMZN': 474958.1998738817, 'NVDA': 9593.54345869967, 'COST': 384030.3334546481},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'NVDA': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'AMZN', 'NVDA', 'COST']","([0.03241593520626761, 0.03275407109438098, 0.4879262588156163, 0.01054216781677954, 0.43636156706695556],)","({'MSFT': 32415.935206267608, 'GOOG': 32754.07109438098, 'AMZN': 487926.2588156163, 'ASML': 10542.16781677954, 'COST': 436361.56706695555},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'NVDA': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2018, 1, 1)","(2019, 1, 1)",365,1000000,0.5,0.95,"([0.4023176075471409, 0.5521746374265158, 0.019524041380618095, 0.011783644633765376, 0.014200069011959833],)","({'MSFT': 402317.6075471409, 'AMZN': 552174.6374265158, 'TSLA': 19524.041380618095, 'AVGO': 11783.644633765376, 'COST': 14200.069011959833},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'MSFT': 197819.76838568875, 'AMZN': 336654.4725768124, 'TSLA': 174487.573483481, 'AVGO': 186813.27858492115, 'COST': 104224.90696909695}","['MSFT', 'AMZN', 'TSLA', 'AVGO', 'COST']","([0.5132479056006208, 0.0009986055215973053, 0.32859058626618426, 0.02910422876855595, 0.12805867384304154],)","({'MSFT': 513247.90560062084, 'GOOG': 998.6055215973054, 'AMZN': 328590.5862661843, 'AVGO': 29104.22876855595, 'COST': 128058.67384304154},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'MSFT': 197819.76838568875, 'AMZN': 336654.4725768124, 'TSLA': 174487.573483481, 'AVGO': 186813.27858492115, 'COST': 104224.90696909695}","['MSFT', 'GOOG', 'AMZN', 'TSLA', 'COST']","([0.4023176075471409, 0.5521746374265158, 0.019524041380618095, 0.011783644633765376, 0.014200069011959833],)","({'MSFT': 402317.6075471409, 'AMZN': 552174.6374265158, 'TSLA': 19524.041380618095, 'AVGO': 11783.644633765376, 'COST': 14200.069011959833},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'MSFT': 197819.76838568875, 'GOOG': 336654.4725768124, 'AMZN': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2018, 1, 1)","(2019, 6, 1)",516,1000000,0.5,0.95,"([0.010082698979511376, 0.3211997905554102, 0.19987228636043083, 0.009574880108240058, 0.4592703439964074],)","({'AAPL': 10082.698979511375, 'MSFT': 321199.7905554102, 'AMZN': 199872.28636043082, 'ASML': 9574.880108240059, 'COST': 459270.3439964074},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'AMZN', 'ASML', 'COST']","([0.010082698979511376, 0.3211997905554102, 0.19987228636043083, 0.009574880108240058, 0.4592703439964074],)","({'AAPL': 10082.698979511375, 'MSFT': 321199.7905554102, 'AMZN': 199872.28636043082, 'ASML': 9574.880108240059, 'COST': 459270.3439964074},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'MSFT': 197819.76838568875, 'AMZN': 336654.4725768124, 'AVGO': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'AMZN', 'ASML', 'COST']","([0.010082698979511376, 0.3211997905554102, 0.19987228636043083, 0.009574880108240058, 0.4592703439964074],)","({'AAPL': 10082.698979511375, 'MSFT': 321199.7905554102, 'AMZN': 199872.28636043082, 'ASML': 9574.880108240059, 'COST': 459270.3439964074},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2018, 1, 1)","(2020, 1, 1)",730,1000000,0.5,0.95,"([0.055423039200866, 0.3707212632188516, 0.007853255575461397, 0.049830692775727686, 0.5161717492290934],)","({'AAPL': 55423.039200866, 'MSFT': 370721.26321885164, 'AMZN': 7853.255575461397, 'ASML': 49830.692775727686, 'COST': 516171.7492290934},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'AMZN': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'AMZN', 'ASML', 'COST']","([0.055423039200866, 0.3707212632188516, 0.007853255575461397, 0.049830692775727686, 0.5161717492290934],)","({'AAPL': 55423.039200866, 'MSFT': 370721.26321885164, 'AMZN': 7853.255575461397, 'ASML': 49830.692775727686, 'COST': 516171.7492290934},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'META', 'ASML', 'COST']","([0.5371709363542576, 0.009885133869090908, 0.008957251056146438, 0.05217399284849881, 0.39181268587200613],)","({'MSFT': 537170.9363542576, 'AMZN': 9885.133869090907, 'TSLA': 8957.251056146437, 'ASML': 52173.992848498805, 'COST': 391812.6858720061},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'META': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2018, 1, 1)","(2021, 1, 1)",1096,1000000,0.5,0.95,"([0.15866701646573086, 0.13968668055620267, 0.20087666907378027, 0.03284522892708139, 0.4679244049772048],)","({'AAPL': 158667.01646573088, 'AMZN': 139686.6805562027, 'TSLA': 200876.66907378027, 'ASML': 32845.228927081385, 'COST': 467924.4049772048},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'AMZN', 'TSLA', 'ASML', 'COST']","([0.15866701646573086, 0.13968668055620267, 0.20087666907378027, 0.03284522892708139, 0.4679244049772048],)","({'AAPL': 158667.01646573088, 'AMZN': 139686.6805562027, 'TSLA': 200876.66907378027, 'ASML': 32845.228927081385, 'COST': 467924.4049772048},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'AMZN': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['MSFT', 'AMZN', 'NVDA', 'TSLA', 'COST']","([0.15866701646573086, 0.13968668055620267, 0.20087666907378027, 0.03284522892708139, 0.4679244049772048],)","({'AAPL': 158667.01646573088, 'AMZN': 139686.6805562027, 'TSLA': 200876.66907378027, 'ASML': 32845.228927081385, 'COST': 467924.4049772048},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'MSFT': 197819.76838568875, 'AMZN': 336654.4725768124, 'NVDA': 174487.573483481, 'TSLA': 186813.27858492115, 'COST': 104224.90696909695}"
"['AAPL', 'MSFT', 'GOOG', 'AMZN', 'NVDA', 'META', 'TSLA', 'AVGO', 'ASML', 'COST']",5,"(2018, 1, 1)","(2022, 1, 1)",1461,1000000,0.5,0.95,"([0.059318227144472095, 0.05725383523121336, 0.17738864444461067, 0.04635900618920807, 0.6596802869904957],)","({'AAPL': 59318.2271444721, 'MSFT': 57253.83523121336, 'TSLA': 177388.64444461066, 'ASML': 46359.00618920807, 'COST': 659680.2869904957},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'TSLA', 'ASML', 'COST']","([0.059318227144472095, 0.05725383523121336, 0.17738864444461067, 0.04635900618920807, 0.6596802869904957],)","({'AAPL': 59318.2271444721, 'MSFT': 57253.83523121336, 'TSLA': 177388.64444461066, 'ASML': 46359.00618920807, 'COST': 659680.2869904957},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}","['AAPL', 'MSFT', 'TSLA', 'ASML', 'COST']","([0.059318227144472095, 0.05725383523121336, 0.17738864444461067, 0.04635900618920807, 0.6596802869904957],)","({'AAPL': 59318.2271444721, 'MSFT': 57253.83523121336, 'TSLA': 177388.64444461066, 'ASML': 46359.00618920807, 'COST': 659680.2869904957},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'AAPL': 197819.76838568875, 'MSFT': 336654.4725768124, 'TSLA': 174487.573483481, 'ASML': 186813.27858492115, 'COST': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2018, 1, 1)","(2018, 3, 1)",59,1000000,0.5,0.95,"([0.4848807976544946, 0.021844528481755665, 0.47041587868400014, 0.020698725221229335, 0.0021600699585202724],)","({'ADBE': 484880.7976544946, 'AMD': 21844.528481755664, 'NFLX': 470415.87868400017, 'INTU': 20698.725221229335, 'PYPL': 2160.0699585202724},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'AMD': 336654.4725768124, 'NFLX': 174487.573483481, 'INTU': 186813.27858492115, 'PYPL': 104224.90696909695}","['ADBE', 'AMD', 'NFLX', 'INTU', 'PYPL']","([0.4848807976544946, 0.021844528481755665, 0.47041587868400014, 0.020698725221229335, 0.0021600699585202724],)","({'ADBE': 484880.7976544946, 'AMD': 21844.528481755664, 'NFLX': 470415.87868400017, 'INTU': 20698.725221229335, 'PYPL': 2160.0699585202724},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'AMD': 336654.4725768124, 'NFLX': 174487.573483481, 'INTU': 186813.27858492115, 'PYPL': 104224.90696909695}","['ADBE', 'AMD', 'NFLX', 'TXN', 'PYPL']","([0.4848807976544946, 0.021844528481755665, 0.47041587868400014, 0.020698725221229335, 0.0021600699585202724],)","({'ADBE': 484880.7976544946, 'AMD': 21844.528481755664, 'NFLX': 470415.87868400017, 'TXN': 20698.725221229335, 'PYPL': 2160.0699585202724},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'AMD': 336654.4725768124, 'NFLX': 174487.573483481, 'TXN': 186813.27858492115, 'PYPL': 104224.90696909695}"
"['ADBE', 'PEP', 'AMD', 'CMCSA', 'NFLX', 'INTU', 'TXN', 'QCOM', 'PYPL', 'AMGN']",5,"(2018, 1, 1)","(2018, 6, 1)",151,1000000,0.5,0.95,"([0.4848807976544946, 0.021844528481755665, 0.47041587868400014, 0.020698725221229335, 0.0021600699585202724],)","({'ADBE': 484880.7976544946, 'AMD': 21844.528481755664, 'NFLX': 470415.87868400017, 'INTU': 20698.725221229335, 'PYPL': 2160.0699585202724},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'AMD': 336654.4725768124, 'NFLX': 174487.573483481, 'INTU': 186813.27858492115, 'PYPL': 104224.90696909695}","['ADBE', 'AMD', 'NFLX', 'INTU', 'PYPL']","([0.4848807976544946, 0.021844528481755665, 0.47041587868400014, 0.020698725221229335, 0.0021600699585202724],)","({'ADBE': 484880.7976544946, 'AMD': 21844.528481755664, 'NFLX': 470415.87868400017, 'INTU': 20698.725221229335, 'PYPL': 2160.0699585202724},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'AMD': 336654.4725768124, 'NFLX': 174487.573483481, 'INTU': 186813.27858492115, 'PYPL': 104224.90696909695}","['ADBE', 'AMD', 'NFLX', 'INTU', 'PYPL']","([0.4848807976544946, 0.021844528481755665, 0.47041587868400014, 0.020698725221229335, 0.0021600699585202724],)","({'ADBE': 484880.7976544946, 'AMD': 21844.528481755664, 'NFLX': 470415.87868400017, 'INTU': 20698.725221229335, 'PYPL': 2160.0699585202724},)","[0.19781976838568874, 0.33665447257681236, 0.174487573483481, 0.18681327858492114, 0.10422490696909695]","{'ADBE': 197819.76838568875, 'AMD': 336654.4725768124, 'NFLX': 174487.573483481, 'INTU': 186813.27858492115, 'PYPL': 104224.90696909695}"
